Into the Wild,2007.0,148 min,"Adventure, Biography, Drama",8.1,Emile Hirsch,Vince Vaughn,Marcia Gay Harden
No Country for Old Men,2007.0,122 min,"Crime, Drama, Thriller",8.1,Joel Coen,Tommy Lee Jones,Josh Brolin
Lage Raho Munna Bhai,2006.0,144 min,"Comedy, Drama, Romance",8.1,Sanjay Dutt,Arshad Warsi,Boman Irani
Million Dollar Baby,2004.0,132 min,"Drama, Sport",8.1,Hilary Swank,Clint Eastwood,Jay Baruchel
Hotel Rwanda,2004.0,121 min,"Biography, Drama, History",8.1,Don Cheadle,Sophie Okonedo,Xolani Mali
Taegukgi hwinalrimyeo,2004.0,140 min,"Action, Drama, War",8.1,Jang Dong-Gun,Won Bin,Hyeong-jin Kong
Before Sunset,2004.0,80 min,"Drama, Romance",8.1,Ethan Hawke,Julie Delpy,Louise Lemoine Torrès
Munna Bhai M.B.B.S.,2003.0,156 min,"Comedy, Drama, Musical",8.1,Sanjay Dutt,Arshad Warsi,Sunil Dutt
Salinui chueok,2003.0,131 min,"Crime, Drama, Mystery",8.1,Kang-ho Song,Kim Sang-kyung,Jae-ho Song
Dil Chahta Hai,2001.0,183 min,"Comedy, Drama, Romance",8.1,Aamir Khan,Saif Ali Khan,Preity Zinta
Kill Bill: Vol. 1,2003.0,111 min,"Action, Crime, Drama",8.1,Uma Thurman,David Carradine,Michael Madsen
Finding Nemo,2003.0,100 min,"Animation, Adventure, Comedy",8.1,Lee Unkrich,Albert Brooks,Alexander Gould
Catch Me If You Can,2002.0,141 min,"Biography, Crime, Drama",8.1,Leonardo DiCaprio,Tom Hanks,Martin Sheen
Amores perros,2000.0,154 min,"Drama, Thriller",8.1,Emilio Echevarría,Gael García Bernal,Álvaro Guerrero
"Monsters, Inc.",2001.0,92 min,"Animation, Adventure, Comedy",8.1,David Silverman,Lee Unkrich,John Goodman
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997.0,87 min,"Animation, Action, Drama",8.1,Kazuya Tsurumaki,Megumi Ogata,Yûko Miyamura
Lagaan: Once Upon a Time in India,2001.0,224 min,"Adventure, Drama, Musical",8.1,Aamir Khan,Raghuvir Yadav,Rachel Shelley
The Sixth Sense,1999.0,107 min,"Drama, Mystery, Thriller",8.1,Bruce Willis,Haley Joel Osment,Olivia Williams
La leggenda del pianista sull'oceano,1998.0,169 min,"Drama, Music, Romance",8.1,Tim Roth,Pruitt Taylor Vince,Bill Nunn
The Truman Show,1998.0,103 min,"Comedy, Drama",8.1,Jim Carrey,Ed Harris,Noah Emmerich
"Crna macka, beli macor",1998.0,127 min,"Comedy, Crime, Romance",8.1,Bajram Severdzan,Srdjan 'Zika' Todorovic,Florijan Ajdini
The Big Lebowski,1998.0,117 min,"Comedy, Crime, Sport",8.1,Ethan Coen,Jeff Bridges,Julianne Moore
Fa yeung nin wah,2000.0,98 min,"Drama, Romance",8.1,Tony Chiu-Wai Leung,Maggie Cheung,Tung Cho 'Joe' Cheung
Trainspotting,1996.0,93 min,Drama,8.1,Ewan McGregor,Ewen Bremner,Kevin McKidd
Fargo,1996.0,98 min,"Crime, Drama, Thriller",8.1,Ethan Coen,William H. Macy,Steve Buscemi
Underground,1995.0,170 min,"Comedy, Drama, War",8.1,Predrag 'Miki' Manojlovic,Lazar Ristovski,Slavko Stimac
La haine,1995.0,98 min,"Crime, Drama",8.1,Vincent Cassel,Hubert Koundé,Abdel Ahmed Ghili
Dilwale Dulhania Le Jayenge,1995.0,189 min,"Drama, Romance",8.1,Shah Rukh Khan,Kajol,Farida Jalal
Before Sunrise,1995.0,101 min,"Drama, Romance",8.1,Ethan Hawke,Julie Delpy,Hanno Pöschl
Trois couleurs: Rouge,1994.0,99 min,"Drama, Mystery, Romance",8.1,Irène Jacob,Jean-Louis Trintignant,Jean-Pierre Lorit
Chung Hing sam lam,1994.0,102 min,"Comedy, Crime, Drama",8.1,Brigitte Lin,Takeshi Kaneshiro,Faye Wong
Jurassic Park,1993.0,127 min,"Action, Adventure, Sci-Fi",8.1,Sam Neill,Laura Dern,Richard Attenborough
In the Name of the Father,1993.0,133 min,"Biography, Crime, Drama",8.1,Daniel Day-Lewis,Pete Postlethwaite,Philip King
Ba wang bie ji,1993.0,171 min,"Drama, Music, Romance",8.1,Leslie Cheung,Fengyi Zhang,You Ge
Dà hóng denglong gaogao guà,1991.0,125 min,"Drama, History, Romance",8.1,Gong Li,Jingwu Ma,Cuifen Cao
Dead Poets Society,1989.0,128 min,"Comedy, Drama",8.1,Robin Williams,Robert Sean Leonard,Josh Charles
Stand by Me,1986.0,89 min,"Adventure, Drama",8.1,Wil Wheaton,River Phoenix,Jerry O'Connell
Platoon,1986.0,120 min,"Drama, War",8.1,Charlie Sheen,Tom Berenger,Keith David
"Paris, Texas",1984.0,145 min,Drama,8.1,Harry Dean Stanton,Nastassja Kinski,Aurore Clément
Kaze no tani no Naushika,1984.0,117 min,"Animation, Adventure, Fantasy",8.1,Sumi Shimamoto,Mahito Tsujimura,Gorô Naya
The Thing,1982.0,109 min,"Horror, Mystery, Sci-Fi",8.1,Kurt Russell,Wilford Brimley,Richard Masur
Pink Floyd: The Wall,1982.0,95 min,"Drama, Fantasy, Music",8.1,Bob Geldof,Christine Hargreaves,Eleanor David
Fitzcarraldo,1982.0,158 min,"Adventure, Drama",8.1,Klaus Kinski,Claudia Cardinale,Miguel Ángel Fuentes
Fanny och Alexander,1982.0,188 min,Drama,8.1,Bertil Guve,Pernilla Allwin,Börje Ahlstedt
Blade Runner,1982.0,117 min,"Action, Sci-Fi, Thriller",8.1,Harrison Ford,Rutger Hauer,Edward James Olmos
The Elephant Man,1980.0,124 min,"Biography, Drama",8.1,Anthony Hopkins,John Hurt,John Gielgud
Life of Brian,1979.0,94 min,Comedy,8.1,Graham Chapman,John Cleese,Terry Gilliam
The Deer Hunter,1978.0,183 min,"Drama, War",8.1,Robert De Niro,Christopher Walken,John Savage
Rocky,1976.0,120 min,"Drama, Sport",8.1,Sylvester Stallone,Talia Shire,Carl Weathers
Network,1976.0,121 min,Drama,8.1,Faye Dunaway,William Holden,Robert Duvall
Barry Lyndon,1975.0,185 min,"Adventure, Drama, History",8.1,Ryan O'Neal,Marisa Berenson,Hardy Krüger
Zerkalo,1975.0,107 min,"Biography, Drama",8.1,Margarita Terekhova,Filipp Yankovskiy,Oleg Yankovskiy
Chinatown,1974.0,130 min,"Drama, Mystery, Thriller",8.1,Jack Nicholson,Faye Dunaway,Perry Lopez
Paper Moon,1973.0,102 min,"Comedy, Crime, Drama",8.1,Ryan O'Neal,Tatum O'Neal,John Hillerman
Viskningar och rop,1972.0,91 min,Drama,8.1,Harriet Andersson,Liv Ullmann,Ingrid Thulin
Solaris,1972.0,167 min,"Drama, Mystery, Sci-Fi",8.1,Natalya Bondarchuk,Donatas Banionis,Vladislav Dvorzhetskiy
Le samouraï,1967.0,105 min,"Crime, Drama, Mystery",8.1,Alain Delon,François Périer,Cathy Rosier
Cool Hand Luke,1967.0,127 min,"Crime, Drama",8.1,Paul Newman,George Kennedy,J.D. Cannon
Persona,1966.0,85 min,"Drama, Thriller",8.1,Bibi Andersson,Liv Ullmann,Gunnar Björnstrand
Andrei Rublev,1966.0,205 min,"Biography, Drama, History",8.1,Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Sergeev
La battaglia di Algeri,1966.0,121 min,"Drama, War",8.1,Brahim Hadjadj,Jean Martin,Samia Kerbash
El ángel exterminador,1962.0,95 min,"Drama, Fantasy",8.1,Silvia Pinal,Jacqueline Andere,José Baviera
What Ever Happened to Baby Jane?,1962.0,134 min,"Drama, Horror, Thriller",8.1,Bette Davis,Joan Crawford,Wesley Addy
Sanjuro,1962.0,96 min,"Action, Comedy, Crime",8.1,Toshirô Mifune,Tatsuya Nakadai,Yûnosuke Itô
The Man Who Shot Liberty Valance,1962.0,123 min,"Drama, Western",8.1,James Stewart,John Wayne,Lee Marvin
Ivanovo detstvo,1962.0,95 min,"Drama, War",8.1,Eduard Abalov,Nikolay Burlyaev,Evgeniy Zharikov
Jungfrukällan,1960.0,89 min,Drama,8.1,Max von Sydow,Birgitta Valberg,Birgitta Pettersson
Inherit the Wind,1960.0,128 min,"Biography, Drama, History",8.1,Spencer Tracy,Fredric March,Dick York
Les quatre cents coups,1959.0,99 min,"Crime, Drama",8.1,Jean-Pierre Léaud,Albert Rémy,Guy Decomble
Ben-Hur,1959.0,212 min,"Adventure, Drama, History",8.1,Charlton Heston,Jack Hawkins,Haya Harareet
Kakushi-toride no san-akunin,1958.0,139 min,"Adventure, Drama",8.1,Toshirô Mifune,Misa Uehara,Kamatari Fujiwara
Le notti di Cabiria,1957.0,110 min,Drama,8.1,Giulietta Masina,François Périer,Dorian Gray
Kumonosu-jô,1957.0,110 min,"Drama, History",8.1,Toshirô Mifune,Minoru Chiaki,Takashi Shimura
The Bridge on the River Kwai,1957.0,161 min,"Adventure, Drama, War",8.1,William Holden,Alec Guinness,Sessue Hayakawa
On the Waterfront,1954.0,108 min,"Crime, Drama, Thriller",8.1,Marlon Brando,Karl Malden,Rod Steiger
Le salaire de la peur,1953.0,131 min,"Adventure, Drama, Thriller",8.1,Yves Montand,Charles Vanel,Folco Lulli
Ace in the Hole,1951.0,111 min,"Drama, Film-Noir",8.1,Kirk Douglas,Jan Sterling,Porter Hall
White Heat,1949.0,114 min,"Action, Crime, Drama",8.1,James Cagney,Virginia Mayo,Margaret Wycherly
The Third Man,1949.0,104 min,"Film-Noir, Mystery, Thriller",8.1,Orson Welles,Joseph Cotten,Trevor Howard
The Red Shoes,1948.0,135 min,"Drama, Music, Romance",8.1,Emeric Pressburger,Anton Walbrook,Moira Shearer
The Shop Around the Corner,1940.0,99 min,"Comedy, Drama, Romance",8.1,Margaret Sullavan,James Stewart,Joseph Schildkraut
Rebecca,1940.0,130 min,"Drama, Mystery, Romance",8.1,Laurence Olivier,Joan Fontaine,Judith Anderson
Mr. Smith Goes to Washington,1939.0,129 min,"Comedy, Drama",8.1,James Stewart,Jean Arthur,Edward Arnold
Gone with the Wind,1939.0,238 min,"Drama, History, Romance",8.1,George Cukor,Sam Wood,Vivien Leigh
La Grande Illusion,1937.0,113 min,"Drama, War",8.1,Jean Gabin,Dita Parlo,Erich von Stroheim
It Happened One Night,1934.0,105 min,"Comedy, Romance",8.1,Clark Gable,Claudette Colbert,Roscoe Karns
La passion de Jeanne d'Arc,1928.0,110 min,"Biography, Drama, History",8.1,Maria Falconetti,Eugene Silvain,Maurice Schutz
The Circus,1928.0,72 min,"Comedy, Romance",8.1,Charles Chaplin,Merna Kennedy,Harry Crocker
Sunrise: A Song of Two Humans,1927.0,94 min,"Drama, Romance",8.1,George O'Brien,Janet Gaynor,Bodil Rosing
The General,1926.0,67 min,"Action, Adventure, Comedy",8.1,Buster Keaton,Buster Keaton,Glen Cavender
Das Cabinet des Dr. Caligari,1920.0,76 min,"Fantasy, Horror, Mystery",8.1,Werner Krauss,Conrad Veidt,Lil Dagover
Badhaai ho,2018.0,124 min,"Comedy, Drama",8.0,Ayushmann Khurrana,Neena Gupta,Sanya Malhotra
Togo,2019.0,113 min,"Adventure, Biography, Drama",8.0,Willem Dafoe,Julianne Nicholson,Richard Dormer
Airlift,2016.0,130 min,"Drama, History",8.0,Akshay Kumar,Nimrat Kaur,Prakash Belawadi
Bajrangi Bhaijaan,2015.0,163 min,"Action, Adventure, Comedy",8.0,Salman Khan,Harshaali Malhotra,Kareena Kapoor
Baby,2015.0,159 min,"Action, Crime, Thriller",8.0,Akshay Kumar,Danny Denzongpa,Taapsee Pannu
La La Land,2016.0,128 min,"Comedy, Drama, Music",8.0,Ryan Gosling,Emma Stone,J.K. Simmons
Lion,2016.0,118 min,"Biography, Drama",8.0,Dev Patel,Nicole Kidman,Sunny Pawar
The Martian,2015.0,144 min,"Adventure, Drama, Sci-Fi",8.0,Matt Damon,Jessica Chastain,Kate Mara
Zootopia,2016.0,108 min,"Animation, Adventure, Comedy",8.0,Rich Moore,Jared Bush,Jason Bateman
Bãhubali: The Beginning,2015.0,159 min,"Action, Drama",8.0,Prabhas,Rana Daggubati,Sathyaraj
Kaguyahime no monogatari,2013.0,137 min,"Animation, Adventure, Drama",8.0,Chloë Grace Moretz,James Caan,James Marsden
Wonder,2017.0,113 min,"Drama, Family",8.0,Jacob Tremblay,Owen Wilson,Julia Roberts
Gully Boy,2019.0,154 min,"Drama, Music, Romance",8.0,Vijay Varma,Nakul Roshan Sahdev,Vijay Raaz
Special Chabbis,2013.0,144 min,"Crime, Drama, Thriller",8.0,Akshay Kumar,Anupam Kher,Jimmy Sheirgill
Short Term 12,2013.0,96 min,Drama,8.0,Brie Larson,Frantz Turner,Kaitlyn Dever
Serbuan maut 2: Berandal,2014.0,150 min,"Action, Crime, Thriller",8.0,Iko Uwais,Yayan Ruhian,Oka Antara
The Imitation Game,2014.0,114 min,"Biography, Drama, Thriller",8.0,Benedict Cumberbatch,Keira Knightley,Allen Leech
Guardians of the Galaxy,2014.0,121 min,"Action, Adventure, Comedy",8.0,Chris Pratt,Vin Diesel,Zoe Saldana
Blade Runner 2049,2017.0,164 min,"Action, Drama, Mystery",8.0,Harrison Ford,Ryan Gosling,Dave Bautista
Her,2013.0,126 min,"Drama, Romance, Sci-Fi",8.0,Joaquin Phoenix,Amy Adams,Rooney Mara
Bohemian Rhapsody,2018.0,134 min,"Biography, Drama, Music",8.0,Rami Malek,Lucy Boynton,Ben Hardy
The Revenant,2015.0,156 min,"Action, Adventure, Drama",8.0,Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson
The Perks of Being a Wallflower,2012.0,103 min,"Drama, Romance",8.0,Logan Lerman,Emma Watson,Paul Rudd
Tropa de Elite 2: O Inimigo Agora é Outro,2010.0,115 min,"Action, Crime, Drama",8.0,Wagner Moura,Irandhir Santos,Milhem Cortaz
The King's Speech,2010.0,118 min,"Biography, Drama, History",8.0,Colin Firth,Geoffrey Rush,Derek Jacobi
The Help,2011.0,146 min,Drama,8.0,Emma Stone,Viola Davis,Bryce Dallas Howard
Deadpool,2016.0,108 min,"Action, Adventure, Comedy",8.0,Ryan Reynolds,Morena Baccarin,Ed Skrein
Darbareye Elly,2009.0,119 min,"Drama, Mystery",8.0,Golshifteh Farahani,Shahab Hosseini,Merila Zare'i
Dev.D,2009.0,144 min,"Drama, Romance",8.0,Abhay Deol,Mahie Gill,Dibyendu Bhattacharya
Yip Man,2008.0,106 min,"Action, Biography, Drama",8.0,Donnie Yen,Simon Yam,Ka Tung Lam
My Name Is Khan,2010.0,165 min,Drama,8.0,Shah Rukh Khan,Kajol,Katie A. Keane
Nefes: Vatan Sagolsun,2009.0,128 min,"Action, Drama, Thriller",8.0,Erdem Can,Mete Horozoglu,Baris Bagci
Slumdog Millionaire,2008.0,120 min,"Drama, Romance",8.0,Loveleen Tandan,Dev Patel,Saurabh Shukla
Black Swan,2010.0,108 min,"Drama, Thriller",8.0,Natalie Portman,Mila Kunis,Winona Ryder
Tropa de Elite,2007.0,115 min,"Action, Crime, Drama",8.0,Wagner Moura,André Ramiro,Milhem Cortaz
The Avengers,2012.0,143 min,"Action, Adventure, Sci-Fi",8.0,Robert Downey Jr.,Chris Evans,Jeremy Renner
Persepolis,2007.0,96 min,"Animation, Biography, Drama",8.0,Marjane Satrapi,Chiara Mastroianni,Gena Rowlands
Dallas Buyers Club,2013.0,117 min,"Biography, Drama",8.0,Matthew McConaughey,Jennifer Garner,Steve Zahn
The Pursuit of Happyness,2006.0,117 min,"Biography, Drama",8.0,Will Smith,Thandie Newton,Brian Howe
Blood Diamond,2006.0,143 min,"Adventure, Drama, Thriller",8.0,Leonardo DiCaprio,Djimon Hounsou,Kagiso Kuypers
The Bourne Ultimatum,2007.0,115 min,"Action, Mystery, Thriller",8.0,Matt Damon,Edgar Ramírez,Julia Stiles
Bin-jip,2004.0,88 min,"Crime, Drama, Romance",8.0,Seung-Yun Lee,Hee Jae,Jin-mo Joo
Sin City,2005.0,124 min,"Crime, Thriller",8.0,Quentin Tarantino,Robert Rodriguez,Clive Owen
Le scaphandre et le papillon,2007.0,112 min,"Biography, Drama",8.0,Laura Obiols,Mathieu Amalric,Marie-Josée Croze
G.O.R.A.,2004.0,127 min,"Adventure, Comedy, Sci-Fi",8.0,Cem Yilmaz,Özge Özberk,Safak Sezer
Ratatouille,2007.0,111 min,"Animation, Adventure, Comedy",8.0,Jan Pinkava,Brad Garrett,Patton Oswalt
Casino Royale,2006.0,144 min,"Action, Adventure, Thriller",8.0,Daniel Craig,Eva Green,Jeffrey Wright
Kill Bill: Vol. 2,2004.0,137 min,"Action, Crime, Thriller",8.0,Uma Thurman,David Carradine,Daryl Hannah
Vozvrashchenie,2003.0,110 min,Drama,8.0,Vladimir Garin,Ivan Dobronravov,Nataliya Vdovina
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003.0,103 min,"Drama, Romance",8.0,Ki-duk Kim,Yeong-su Oh,Kim Young-Min
Mar adentro,2014.0,126 min,"Biography, Drama",8.0,Javier Bardem,Belén Rueda,Mabel Rivera
Cinderella Man,2005.0,144 min,"Biography, Drama, History",8.0,Russell Crowe,Renée Zellweger,Paul Giamatti
Kal Ho Naa Ho,2003.0,186 min,"Comedy, Drama, Musical",8.0,Preity Zinta,Shah Rukh Khan,Jaya Bachchan
Mou gaan dou,2002.0,101 min,"Action, Crime, Drama",8.0,Alan Mak,Andy Lau,Anthony Chau-Sang Wong
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143 min,"Action, Adventure, Fantasy",8.0,Johnny Depp,Geoffrey Rush,Keira Knightley
Big Fish,2003.0,125 min,"Adventure, Drama, Fantasy",8.0,Ewan McGregor,Albert Finney,Jessica Lange
The Incredibles,2004.0,115 min,"Animation, Action, Adventure",8.0,Craig T. Nelson,Samuel L. Jackson,Jason Lee
Yeopgijeogin geunyeo,2001.0,137 min,"Comedy, Drama, Romance",8.0,Tae-Hyun Cha,Jun Ji-Hyun,Song Wok-suk
Dogville,2003.0,178 min,"Crime, Drama",8.0,Nicole Kidman,Paul Bettany,Harriet Andersson
Vizontele,2001.0,110 min,"Comedy, Drama",8.0,Ömer Faruk Sorak,Yilmaz Erdogan,Altan Erkekli
Donnie Darko,2001.0,113 min,"Drama, Mystery, Sci-Fi",8.0,Jake Gyllenhaal,Jena Malone,Holmes Osborne
Magnolia,1999.0,188 min,Drama,8.0,Tom Cruise,Jason Robards,Philip Seymour Hoffman
Dancer in the Dark,2000.0,140 min,"Crime, Drama, Musical",8.0,Björk,Catherine Deneuve,Peter Stormare
The Straight Story,1999.0,112 min,"Biography, Drama",8.0,Richard Farnsworth,Sissy Spacek,Joseph A. Carpenter
Pâfekuto burû,1997.0,81 min,"Animation, Crime, Mystery",8.0,Junko Iwao,Rica Matsumoto,Masaaki Ôkura
Festen,1998.0,105 min,Drama,8.0,Ulrich Thomsen,Henning Moritzen,Paprika Steen
Central do Brasil,1998.0,110 min,Drama,8.0,Fernanda Montenegro,Vinícius de Oliveira,Soia Lira
The Iron Giant,1999.0,86 min,"Animation, Action, Adventure",8.0,Eli Marienthal,Harry Connick Jr.,Vin Diesel
Knockin' on Heaven's Door,1997.0,87 min,"Action, Crime, Comedy",8.0,Til Schweiger,Jan Josef Liefers,Moritz Bleibtreu
Sling Blade,1996.0,135 min,Drama,8.0,Billy Bob Thornton,Dwight Yoakam,John Ritter
Secrets & Lies,1996.0,136 min,"Comedy, Drama",8.0,Timothy Spall,Brenda Blethyn,Claire Rushbrook
Twelve Monkeys,1995.0,129 min,"Mystery, Sci-Fi, Thriller",8.0,Bruce Willis,Madeleine Stowe,Joseph Melito
Kôkaku Kidôtai,1995.0,83 min,"Animation, Action, Crime",8.0,Atsuko Tanaka,Iemasa Kayumi,Kôichi Yamadera
The Nightmare Before Christmas,1993.0,76 min,"Animation, Family, Fantasy",8.0,Danny Elfman,Chris Sarandon,William Hickey
Groundhog Day,1993.0,101 min,"Comedy, Fantasy, Romance",8.0,Bill Murray,Andie MacDowell,Stephen Tobolowsky
Bound by Honor,1993.0,180 min,"Crime, Drama",8.0,Damian Chapa,Jesse Borrego,Enrique Castillo
Scent of a Woman,1992.0,156 min,Drama,8.0,Al Pacino,Chris O'Donnell,Gabrielle Anwar
Aladdin,1992.0,90 min,"Animation, Adventure, Comedy",8.0,John Musker,Scott Weinger,Linda Larkin
JFK,1991.0,189 min,"Drama, History, Thriller",8.0,Kevin Costner,Gary Oldman,Walter Matthau
Beauty and the Beast,1991.0,84 min,"Animation, Family, Fantasy",8.0,Kirk Wise,Paige O'Hara,Jesse Corti
Dances with Wolves,1990.0,181 min,"Adventure, Drama, Western",8.0,Kevin Costner,Mary McDonnell,Rodney A. Grant
Do the Right Thing,1989.0,120 min,"Comedy, Drama",8.0,Danny Aiello,Ossie Davis,Richard Edson
Rain Man,1988.0,133 min,Drama,8.0,Dustin Hoffman,Tom Cruise,Gerald R. Molen
Akira,1988.0,124 min,"Animation, Action, Sci-Fi",8.0,Mitsuo Iwata,Nozomu Sasaki,Tesshô Genda
The Princess Bride,1987.0,98 min,"Adventure, Family, Fantasy",8.0,Cary Elwes,Mandy Patinkin,Chris Sarandon
Der Himmel über Berlin,1987.0,128 min,"Drama, Fantasy, Romance",8.0,Bruno Ganz,Solveig Dommartin,Curt Bois
Au revoir les enfants,1987.0,104 min,"Drama, War",8.0,Gaspard Manesse,Raphael Fejtö,Stanislas Carré de Malberg
Tenkû no shiro Rapyuta,1986.0,125 min,"Animation, Adventure, Drama",8.0,Mayumi Tanaka,Keiko Yokozawa,Minori Terada
The Terminator,1984.0,107 min,"Action, Sci-Fi",8.0,Arnold Schwarzenegger,Linda Hamilton,Paul Winfield
Gandhi,1982.0,191 min,"Biography, Drama, History",8.0,Ben Kingsley,John Gielgud,Roshan Seth
Kagemusha,1980.0,180 min,"Drama, History, War",8.0,Tatsuya Nakadai,Tsutomu Yamazaki,Jinpachi Nezu
Being There,1979.0,130 min,"Comedy, Drama",8.0,Peter Sellers,Shirley MacLaine,Jack Warden
Annie Hall,1977.0,93 min,"Comedy, Romance",8.0,Woody Allen,Diane Keaton,Carol Kane
Jaws,1975.0,124 min,"Adventure, Thriller",8.0,Roy Scheider,Robert Shaw,Lorraine Gary
Dog Day Afternoon,1975.0,125 min,"Biography, Crime, Drama",8.0,Al Pacino,John Cazale,Sully Boyar
Young Frankenstein,1974.0,106 min,Comedy,8.0,Gene Wilder,Madeline Kahn,Peter Boyle
Papillon,1973.0,151 min,"Biography, Crime, Drama",8.0,Steve McQueen,Dustin Hoffman,Don Gordon
The Exorcist,1973.0,122 min,Horror,8.0,Ellen Burstyn,Max von Sydow,Lee J. Cobb
Sleuth,1972.0,138 min,"Mystery, Thriller",8.0,Laurence Olivier,Michael Caine,John Matthews
The Last Picture Show,1971.0,118 min,"Drama, Romance",8.0,Timothy Bottoms,Jeff Bridges,Ben Johnson
Fiddler on the Roof,1971.0,181 min,"Drama, Family, Musical",8.0,Topol,Norma Crane,Molly Picon
Il conformista,1970.0,113 min,Drama,8.0,Jean-Louis Trintignant,Stefania Sandrelli,Enzo Tarascio
Butch Cassidy and the Sundance Kid,1969.0,110 min,"Biography, Crime, Drama",8.0,Paul Newman,Robert Redford,Strother Martin
Rosemary's Baby,1968.0,137 min,"Drama, Horror",8.0,Mia Farrow,John Cassavetes,Sidney Blackmer
Planet of the Apes,1968.0,112 min,"Adventure, Sci-Fi",8.0,Charlton Heston,Roddy McDowall,Maurice Evans
The Graduate,1967.0,106 min,"Comedy, Drama, Romance",8.0,Dustin Hoffman,Anne Bancroft,William Daniels
Who's Afraid of Virginia Woolf?,1966.0,131 min,Drama,8.0,Elizabeth Taylor,Richard Burton,Sandy Dennis
The Sound of Music,1965.0,172 min,"Biography, Drama, Family",8.0,Julie Andrews,Christopher Plummer,Richard Haydn
Doctor Zhivago,1965.0,197 min,"Drama, Romance, War",8.0,Omar Sharif,Julie Christie,Rod Steiger
Per un pugno di dollari,1964.0,99 min,"Action, Drama, Western",8.0,Clint Eastwood,Gian Maria Volontè,Wolfgang Lukschy
8½,1963.0,138 min,Drama,8.0,Marcello Mastroianni,Anouk Aimée,Sandra Milo
Vivre sa vie: Film en douze tableaux,1962.0,80 min,Drama,8.0,Anna Karina,Sady Rebbot,Guylaine Schlumberger
The Hustler,1961.0,134 min,"Drama, Sport",8.0,Paul Newman,Jackie Gleason,George C. Scott
La dolce vita,1960.0,174 min,"Comedy, Drama",8.0,Marcello Mastroianni,Anita Ekberg,Yvonne Furneaux
Rio Bravo,1959.0,141 min,"Action, Drama, Western",8.0,John Wayne,Dean Martin,Angie Dickinson
Anatomy of a Murder,1959.0,161 min,"Crime, Drama, Mystery",8.0,James Stewart,Lee Remick,Arthur O'Connell
Touch of Evil,1958.0,95 min,"Crime, Drama, Film-Noir",8.0,Charlton Heston,Orson Welles,Joseph Calleia
Cat on a Hot Tin Roof,1958.0,108 min,Drama,8.0,Elizabeth Taylor,Paul Newman,Jack Carson
Sweet Smell of Success,1957.0,96 min,"Drama, Film-Noir",8.0,Burt Lancaster,Tony Curtis,Martin Milner
The Killing,1956.0,84 min,"Crime, Drama, Film-Noir",8.0,Sterling Hayden,Coleen Gray,Jay C. Flippen
The Night of the Hunter,1955.0,92 min,"Crime, Drama, Film-Noir",8.0,Robert Mitchum,Shelley Winters,James Gleason
La Strada,1954.0,108 min,Drama,8.0,Anthony Quinn,Giulietta Masina,Aldo Silvani
Les diaboliques,1955.0,117 min,"Crime, Drama, Horror",8.0,Simone Signoret,Véra Clouzot,Charles Vanel
Stalag 17,1953.0,120 min,"Comedy, Drama, War",8.0,William Holden,Don Taylor,Robert Strauss
Roman Holiday,1953.0,118 min,"Comedy, Romance",8.0,Gregory Peck,Audrey Hepburn,Hartley Power
A Streetcar Named Desire,1951.0,122 min,Drama,8.0,Vivien Leigh,Marlon Brando,Karl Malden
In a Lonely Place,1950.0,94 min,"Drama, Film-Noir, Mystery",8.0,Humphrey Bogart,Gloria Grahame,Carl Benton Reid
Kind Hearts and Coronets,1949.0,106 min,"Comedy, Crime",8.0,Dennis Price,Alec Guinness,Joan Greenwood
Rope,1948.0,80 min,"Crime, Drama, Mystery",8.0,James Stewart,John Dall,Dick Hogan
Out of the Past,1947.0,97 min,"Crime, Drama, Film-Noir",8.0,Robert Mitchum,Jane Greer,Rhonda Fleming
Brief Encounter,1945.0,86 min,"Drama, Romance",8.0,Celia Johnson,Trevor Howard,Joyce Carey
Laura,1944.0,88 min,"Drama, Film-Noir, Mystery",8.0,Gene Tierney,Dana Andrews,Vincent Price
The Best Years of Our Lives,1946.0,170 min,"Drama, Romance, War",8.0,Myrna Loy,Dana Andrews,Teresa Wright
Arsenic and Old Lace,1942.0,118 min,"Comedy, Crime, Thriller",8.0,Cary Grant,Priscilla Lane,Jack Carson
The Maltese Falcon,1941.0,100 min,"Film-Noir, Mystery",8.0,Humphrey Bogart,Mary Astor,Peter Lorre
The Grapes of Wrath,1940.0,129 min,"Drama, History",8.0,Henry Fonda,Jane Darwell,Charley Grapewin
The Wizard of Oz,1939.0,102 min,"Adventure, Family, Fantasy",8.0,George Cukor,Mervyn LeRoy,Richard Thorpe
La règle du jeu,1939.0,110 min,"Comedy, Drama",8.0,Marcel Dalio,Nora Gregor,Mila Parély
The Thin Man,1934.0,91 min,"Comedy, Crime, Mystery",8.0,William Powell,Myrna Loy,Nat Pendleton
All Quiet on the Western Front,1930.0,152 min,"Drama, War",8.0,Lew Ayres,Louis Wolheim,Arnold Lucy
Bronenosets Potemkin,1925.0,75 min,"Drama, History, Thriller",8.0,Aleksandr Antonov,Vladimir Barskiy,Ivan Bobrov
