Once Upon a Time in America,1984.0,229 min,Crime,8.4,Robert De Niro,James Woods,Treat Williams
Raiders of the Lost Ark,1981.0,115 min,Action,8.4,Harrison Ford,Karen Allen,Paul Freeman
The Shining,1980.0,146 min,Drama,8.4,Jack Nicholson,Shelley Duvall,Danny Lloyd
Apocalypse Now,1979.0,147 min,Drama,8.4,Martin Sheen,Marlon Brando,Robert Duvall
Alien,1979.0,117 min,Horror,8.4,Sigourney Weaver,Tom Skerritt,John Hurt
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,95 min,Comedy,8.4,Peter Sellers,George C. Scott,Keenan Wynn
Witness for the Prosecution,1957.0,116 min,Crime,8.4,Tyrone Power,Marlene Dietrich,Elsa Lanchester
Paths of Glory,1957.0,88 min,Drama,8.4,Kirk Douglas,Ralph Meeker,George Macready
Rear Window,1954.0,112 min,Mystery,8.4,James Stewart,Grace Kelly,Thelma Ritter
Sunset Blvd.,1950.0,110 min,Drama,8.4,William Holden,Gloria Swanson,Nancy Olson
The Great Dictator,1940.0,125 min,Comedy,8.4,Charles Chaplin,Paulette Goddard,Reginald Gardiner
1917,2019.0,119 min,Drama,8.3,Dean-Charles Chapman,George MacKay,Colin Firth
Inglourious Basterds,2009.0,153 min,Adventure,8.3,Brad Pitt,Diane Kruger,Melanie Laurent
Eternal Sunshine of the Spotless Mind,2004.0,108 min,Drama,8.3,Jim Carrey,Kate Winslet,Kirsten Dunst
Snatch,2000.0,104 min,Comedy,8.3,Jason Statham,Brad Pitt,Benicio del Toro
Requiem for a Dream,2000.0,102 min,Drama,8.3,Ellen Burstyn,Jared Leto,Jennifer Connelly
American Beauty,1999.0,122 min,Drama,8.3,Kevin Spacey,Annette Bening,Thora Birch
Good Will Hunting,1997.0,126 min,Drama,8.3,Robin Williams,Matt Damon,Stellan Skarsgard
Toy Story,1995.0,81 min,Animation,8.3,Tom Hanks,Tim Allen,Don Rickles
Braveheart,1995.0,178 min,Biography,8.3,Mel Gibson,Sophie Marceau,Patrick McGoohan
Reservoir Dogs,1992.0,99 min,Crime,8.3,Harvey Keitel,Tim Roth,Michael Madsen
Full Metal Jacket,1987.0,116 min,Drama,8.3,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio
Aliens,1986.0,137 min,Action,8.3,Sigourney Weaver,Michael Biehn,Carrie Henn
Amadeus,1984.0,160 min,Biography,8.3,F. Murray Abraham,Tom Hulce,Elizabeth Berridge
Scarface,1983.0,170 min,Crime,8.3,Al Pacino,Michelle Pfeiffer,Steven Bauer
Star Wars: Episode VI - Return of the Jedi,1983.0,131 min,Action,8.3,Mark Hamill,Harrison Ford,Billy Dee Williams
Taxi Driver,1976.0,114 min,Crime,8.3,Robert De Niro,Jodie Foster,Cybill Shepherd
The Sting,1973.0,129 min,Comedy,8.3,Paul Newman,Robert Redford,Robert Shaw
A Clockwork Orange,1971.0,136 min,Crime,8.3,Malcolm McDowell,Patrick Magee,Michael Bates
2001: A Space Odyssey,1968.0,149 min,Adventure,8.3,Keir Dullea,Gary Lockwood,William Sylvester
Lawrence of Arabia,1962.0,228 min,Adventure,8.3,Peter O'Toole,Alec Guinness,Anthony Quinn
The Apartment,1960.0,125 min,Comedy,8.3,Jack Lemmon,Shirley MacLaine,Fred MacMurray
North by Northwest,1959.0,136 min,Adventure,8.3,Cary Grant,Eva Marie Saint,Jessie Royce Landis
Vertigo,1958.0,128 min,Mystery,8.3,James Stewart,Kim Novak,Tom Helmore
Singin' in the Rain,1952.0,103 min,Comedy,8.3,Gene Kelly,Gene Kelly,Debbie Reynolds
Double Indemnity,1944.0,107 min,Crime,8.3,Fred MacMurray,Barbara Stanwyck,Byron Barr
Citizen Kane,1941.0,119 min,Drama,8.3,Orson Welles,Joseph Cotten,Agnes Moorehead
Metropolis,1927.0,153 min,Drama,8.3,Brigitte Helm,Alfred Abel,Rudolf Klein-Rogge
The Kid,1921.0,68 min,Comedy,8.3,Charles Chaplin,Edna Purviance,Carl Miller
Some Like It Hot,1959.0,121 min,Comedy,8.2,Marilyn Monroe,Tony Curtis,George Raft
Dial M for Murder,1954.0,105 min,Crime,8.2,Ray Milland,Grace Kelly,John Williams
All About Eve,1950.0,138 min,Drama,8.2,Bette Davis,Anne Baxter,Celeste Holm
The Treasure of the Sierra Madre,1948.0,126 min,Adventure,8.2,Humphrey Bogart,Walter Huston,Bruce Bennett
To Be or Not to Be,1942.0,99 min,Comedy,8.2,Carole Lombard,Jack Benny,Felix Bressart
The Gold Rush,1925.0,95 min,Comedy,8.2,Charles Chaplin,Mack Swain,Henry Bergman
Sherlock Jr.,1924.0,45 min,Comedy,8.2,Buster Keaton,Kathryn McGuire,Erwin Connelly
12 Years a Slave,2013.0,134 min,Biography,8.1,Chiwetel Ejiofor,Michael Kenneth Williams,Brad Pitt
Rush,2013.0,123 min,Action,8.1,Daniel Bruhl,Chris Hemsworth,Alexandra Maria Lara
Ford v Ferrari,2019.0,152 min,Action,8.1,Matt Damon,Christian Bale,Caitriona Balfe
Spotlight,2015.0,129 min,Biography,8.1,Mark Ruffalo,Michael Keaton,Liev Schreiber
Song of the Sea,2014.0,93 min,Animation,8.1,David Rawle,Brendan Gleeson,Fionnula Flanagan
Prisoners,2013.0,153 min,Crime,8.1,Hugh Jackman,Jake Gyllenhaal,Melissa Leo
Mad Max: Fury Road,2015.0,120 min,Action,8.1,Tom Hardy,Charlize Theron,Zoe Kravitz
A Wednesday,2008.0,104 min,Action,8.1,Anupam Kher,Naseeruddin Shah,Aamir Bashir
Gran Torino,2008.0,116 min,Drama,8.1,Clint Eastwood,Bee Vang,Ahney Her
Harry Potter and the Deathly Hallows: Part 2,2011.0,130 min,Adventure,8.1,Daniel Radcliffe,Emma Watson,Michael Gambon
Hachi: A Dog's Tale,2009.0,93 min,Biography,8.1,Richard Gere,Joan Allen,Sarah Roemer
Mary and Max,2009.0,92 min,Animation,8.1,Toni Collette,Philip Seymour Hoffman,Barry Humphries
How to Train Your Dragon,2010.0,98 min,Animation,8.1,Chris Sanders,Jay Baruchel,Christopher Mintz-Plasse
Into the Wild,2007.0,148 min,Adventure,8.1,Emile Hirsch,Vince Vaughn,Marcia Gay Harden
No Country for Old Men,2007.0,122 min,Crime,8.1,Joel Coen,Tommy Lee Jones,Josh Brolin
Million Dollar Baby,2004.0,132 min,Drama,8.1,Hilary Swank,Clint Eastwood,Jay Baruchel
Hotel Rwanda,2004.0,121 min,Biography,8.1,Don Cheadle,Sophie Okonedo,Xolani Mali
Before Sunset,2004.0,80 min,Drama,8.1,Ethan Hawke,Julie Delpy,Louise Lemoine Torres
Kill Bill: Vol. 1,2003.0,111 min,Action,8.1,Uma Thurman,David Carradine,Michael Madsen
Finding Nemo,2003.0,100 min,Animation,8.1,Lee Unkrich,Albert Brooks,Alexander Gould
Catch Me If You Can,2002.0,141 min,Biography,8.1,Leonardo DiCaprio,Tom Hanks,Martin Sheen
Amores perros,2000.0,154 min,Drama,8.1,Emilio Echevarria,Gael Garcia Bernal,Alvaro Guerrero
Monsters Inc.,2001.0,92 min,Animation,8.1,David Silverman,Lee Unkrich,John Goodman
Shin seiki Evangelion Gekijo-ban,1997.0,87 min,Animation,8.1,Kazuya Tsurumaki,Megumi Ogata,Yuko Miyamura
Lagaan: Once Upon a Time in India,2001.0,224 min,Adventure,8.1,Aamir Khan,Raghuvir Yadav,Rachel Shelley
The Sixth Sense,1999.0,107 min,Drama,8.1,Bruce Willis,Haley Joel Osment,Olivia Williams
The Truman Show,1998.0,103 min,Comedy,8.1,Jim Carrey,Ed Harris,Noah Emmerich
The Big Lebowski,1998.0,117 min,Comedy,8.1,Ethan Coen,Jeff Bridges,Julianne Moore
Fargo,1996.0,98 min,Crime,8.1,Ethan Coen,William H. Macy,Steve Buscemi
Underground,1995.0,170 min,Comedy,8.1,Predrag Miki Manojlovic,Lazar Ristovski,Slavko Stimac
Before Sunrise,1995.0,101 min,Drama,8.1,Ethan Hawke,Julie Delpy,Hanno Poschl
Jurassic Park,1993.0,127 min,Action,8.1,Sam Neill,Laura Dern,Richard Attenborough
In the Name of the Father,1993.0,133 min,Biography,8.1,Daniel Day-Lewis,Pete Postlethwaite,Philip King
Dead Poets Society,1989.0,128 min,Comedy,8.1,Robin Williams,Robert Sean Leonard,Josh Charles
Stand by Me,1986.0,89 min,Adventure,8.1,Wil Wheaton,River Phoenix,Jerry O'Connell
Platoon,1986.0,120 min,Drama,8.1,Charlie Sheen,Tom Berenger,Keith David
Paris Texas,1984.0,145 min,Drama,8.1,Harry Dean Stanton,Nastassja Kinski,Aurore Clement
The Thing,1982.0,109 min,Horror,8.1,Kurt Russell,Wilford Brimley,Richard Masur
Pink Floyd: The Wall,1982.0,95 min,Drama,8.1,Bob Geldof,Christine Hargreaves,Eleanor David
Fitzcarraldo,1982.0,158 min,Adventure,8.1,Klaus Kinski,Claudia Cardinale,Miguel Angel Fuentes
Fanny och Alexander,1982.0,188 min,Drama,8.1,Bertil Guve,Pernilla Allwin,Borje Ahlstedt
Blade Runner,1982.0,117 min,Action,8.1,Harrison Ford,Rutger Hauer,Edward James Olmos
The Elephant Man,1980.0,124 min,Biography,8.1,Anthony Hopkins,John Hurt,John Gielgud
Life of Brian,1979.0,94 min,Comedy,8.1,Graham Chapman,John Cleese,Terry Gilliam
The Deer Hunter,1978.0,183 min,Drama,8.1,Robert De Niro,Christopher Walken,John Savage
Rocky,1976.0,120 min,Drama,8.1,Sylvester Stallone,Talia Shire,Carl Weathers
Network,1976.0,121 min,Drama,8.1,Faye Dunaway,William Holden,Robert Duvall
Barry Lyndon,1975.0,185 min,Adventure,8.1,Ryan O'Neal,Marisa Berenson,Hardy Kruger
Zerkalo,1975.0,107 min,Biography,8.1,Margarita Terekhova,Filipp Yankovskiy,Oleg Yankovskiy
Chinatown,1974.0,130 min,Drama,8.1,Jack Nicholson,Faye Dunaway,Perry Lopez
Paper Moon,1973.0,102 min,Comedy,8.1,Ryan O'Neal,Tatum O'Neal,John Hillerman
Viskningar och rop,1972.0,91 min,Drama,8.1,Harriet Andersson,Liv Ullmann,Ingrid Thulin
Solaris,1972.0,167 min,Drama,8.1,Natalya Bondarchuk,Donatas Banionis,Vladislav Dvorzhetskiy
Le samourai,1967.0,105 min,Crime,8.1,Alain Delon,Francois Perier,Cathy Rosier
Cool Hand Luke,1967.0,127 min,Crime,8.1,Paul Newman,George Kennedy,J.D. Cannon
Persona,1966.0,85 min,Drama,8.1,Bibi Andersson,Liv Ullmann,Gunnar Bjornstrand
What Ever Happened to Baby Jane?,1962.0,134 min,Drama,8.1,Bette Davis,Joan Crawford,Wesley Addy
Sanjuro,1962.0,96 min,Action,8.1,Toshiro Mifune,Tatsuya Nakadai,Yunosuke Ito
The Man Who Shot Liberty Valance,1962.0,123 min,Drama,8.1,James Stewart,John Wayne,Lee Marvin
Inherit the Wind,1960.0,128 min,Biography,8.1,Spencer Tracy,Fredric March,Dick York
The Bridge on the River Kwai,1957.0,161 min,Adventure,8.1,William Holden,Alec Guinness,Sessue Hayakawa
On the Waterfront,1954.0,108 min,Crime,8.1,Marlon Brando,Karl Malden,Rod Steiger
Le salaire de la peur,1953.0,131 min,Adventure,8.1,Yves Montand,Charles Vanel,Folco Lulli
Ace in the Hole,1951.0,111 min,Drama,8.1,Kirk Douglas,Jan Sterling,Porter Hall
White Heat,1949.0,114 min,Action,8.1,James Cagney,Virginia Mayo,Margaret Wycherly
The Third Man,1949.0,104 min,Film-Noir,8.1,Orson Welles,Joseph Cotten,Trevor Howard
The Red Shoes,1948.0,135 min,Drama,8.1,Emeric Pressburger,Anton Walbrook,Moira Shearer
The Shop Around the Corner,1940.0,99 min,Comedy,8.1,Margaret Sullavan,James Stewart,Joseph Schildkraut
Rebecca,1940.0,130 min,Drama,8.1,Laurence Olivier,Joan Fontaine,Judith Anderson
Mr. Smith Goes to Washington,1939.0,129 min,Comedy,8.1,James Stewart,Jean Arthur,Edward Arnold
Gone with the Wind,1939.0,238 min,Drama,8.1,George Cukor,Sam Wood,Vivien Leigh
It Happened One Night,1934.0,105 min,Comedy,8.1,Clark Gable,Claudette Colbert,Roscoe Karns
The Circus,1928.0,72 min,Comedy,8.1,Charles Chaplin,Merna Kennedy,Harry Crocker
Sunrise: A Song of Two Humans,1927.0,94 min,Drama,8.1,George O'Brien,Janet Gaynor,Bodil Rosing
The General,1926.0,67 min,Action,8.1,Buster Keaton,Buster Keaton,Glen Cavender
Togo,2019.0,113 min,Adventure,8.0,Willem Dafoe,Julianne Nicholson,Richard Dormer
Airlift,2016.0,130 min,Drama,8.0,Akshay Kumar,Nimrat Kaur,Prakash Belawadi
Baby,2015.0,159 min,Action,8.0,Akshay Kumar,Danny Denzongpa,Taapsee Pannu
La La Land,2016.0,128 min,Comedy,8.0,Ryan Gosling,Emma Stone,J.K. Simmons
Lion,2016.0,118 min,Biography,8.0,Dev Patel,Nicole Kidman,Sunny Pawar
The Martian,2015.0,144 min,Adventure,8.0,Matt Damon,Jessica Chastain,Kate Mara
Zootopia,2016.0,108 min,Animation,8.0,Rich Moore,Jared Bush,Jason Bateman
Wonder,2017.0,113 min,Drama,8.0,Jacob Tremblay,Owen Wilson,Julia Roberts
Gully Boy,2019.0,154 min,Drama,8.0,Vijay Varma,Nakul Roshan Sahdev,Vijay Raaz
Special Chabbis,2013.0,144 min,Crime,8.0,Akshay Kumar,Anupam Kher,Jimmy Sheirgill
Short Term 12,2013.0,96 min,Drama,8.0,Brie Larson,Frantz Turner,Kaitlyn Dever
The Imitation Game,2014.0,114 min,Biography,8.0,Benedict Cumberbatch,Keira Knightley,Allen Leech
Guardians of the Galaxy,2014.0,121 min,Action,8.0,Chris Pratt,Vin Diesel,Zoe Saldana
Blade Runner 2049,2017.0,164 min,Action,8.0,Harrison Ford,Ryan Gosling,Dave Bautista
Her,2013.0,126 min,Drama,8.0,Joaquin Phoenix,Amy Adams,Rooney Mara
Bohemian Rhapsody,2018.0,134 min,Biography,8.0,Rami Malek,Lucy Boynton,Ben Hardy
The Revenant,2015.0,156 min,Action,8.0,Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson
The Perks of Being a Wallflower,2012.0,103 min,Drama,8.0,Logan Lerman,Emma Watson,Paul Rudd
The King's Speech,2010.0,118 min,Biography,8.0,Colin Firth,Geoffrey Rush,Derek Jacobi
The Help,2011.0,146 min,Drama,8.0,Emma Stone,Viola Davis,Bryce Dallas Howard
Deadpool,2016.0,108 min,Action,8.0,Ryan Reynolds,Morena Baccarin,Ed Skrein
Yip Man,2008.0,106 min,Action,8.0,Donnie Yen,Simon Yam,Ka Tung Lam
My Name Is Khan,2010.0,165 min,Drama,8.0,Shah Rukh Khan,Kajol,Katie A. Keane
Slumdog Millionaire,2008.0,120 min,Drama,8.0,Loveleen Tandan,Dev Patel,Saurabh Shukla
Black Swan,2010.0,108 min,Drama,8.0,Natalie Portman,Mila Kunis,Winona Ryder
The Avengers,2012.0,143 min,Action,8.0,Robert Downey Jr.,Chris Evans,Jeremy Renner
Persepolis,2007.0,96 min,Animation,8.0,Marjane Satrapi,Chiara Mastroianni,Gena Rowlands
Dallas Buyers Club,2013.0,117 min,Biography,8.0,Matthew McConaughey,Jennifer Garner,Steve Zahn
The Pursuit of Happyness,2006.0,117 min,Biography,8.0,Will Smith,Thandie Newton,Brian Howe
Ratatouille,2007.0,111 min,Animation,8.0,Jan Pinkava,Brad Garrett,Patton Oswald
